comment,clean_comment,label,platform,timestamp
"Gak nyesel beli ini, harganya worth it banget sama kualitasnya.","gak nyesel beli ini, harganya worth it banget sama kualitasnya.",positif,X (Twitter),2026-04-03 21:48:03
"Barangnya cepat sampai, packing aman, produknya juara.","barangnya cepat sampai, packing aman, produknya juara.",positif,Instagram,2026-03-24 17:33:03
"Kalian semuaa cewek "" pengguna skincare
Tolong hargai keputusan dokter Richard Lee utk meriview terakhir setelah kejadian khasus selama 2 tahun itu...kalian berkontribusi apa selain dukungan....mikir gak sih!!!
Kalian semua bisa menjamin keselamatan dokter??
aq sih setuju dari pada meriview mlh kena masalah mending diem","kalian semuaa cewek  pengguna skincare
tolong hargai keputusan dokter richard lee utk meriview terakhir setelah kejadian khasus selama 2 tahun itukalian berkontribusi apa selain dukunganmikir gak sih
kalian semua bisa menjamin keselamatan dokter
aq sih setuju dari pada meriview mlh kena masalah mending diem",netral,Instagram,2026-04-08 11:15:03
Overclaim parah! Cuma menang di kemasan doang.,overclaim parah! cuma menang di kemasan doang.,negatif,TikTok,2026-04-17 22:49:03
shella shaukia apa kabar nya ?,shella shaukia apa kabar nya ,netral,Instagram,2026-03-30 05:33:03
Katanya mencerahkan tapi udah sebulan gak ada perubahan sama sekali.,katanya mencerahkan tapi udah sebulan gak ada perubahan sama sekali.,negatif,Instagram,2026-04-11 04:17:03
"Barangnya cepat sampai, packing aman, produknya juara.","barangnya cepat sampai, packing aman, produknya juara.",positif,X (Twitter),2026-03-29 03:31:03
dok tolong cariin sunscreen untuk sensitif  dan berjerawat ,dok tolong cariin sunscreen untuk sensitif  dan berjerawat ,netral,TikTok,2026-04-01 06:28:03
"Gak nyesel beli ini, harganya worth it banget sama kualitasnya.","gak nyesel beli ini, harganya worth it banget sama kualitasnya.",positif,Instagram,2026-04-18 10:09:03
gw saranin buat kalian kalo mau glowing alami atur pola makan sama aktivitas dulu itu lebih ngaruhh dari skincare,gw saranin buat kalian kalo mau glowing alami atur pola makan sama aktivitas dulu itu lebih ngaruhh dari skincare,netral,TikTok,2026-03-20 22:27:03
Muka aku malah jadi breakout parah setelah pake ini.,muka aku malah jadi breakout parah setelah pake ini.,negatif,Instagram,2026-04-18 10:32:03
"Dok, tolong check imqween",dok tolong check imqween,netral,Instagram,2026-04-15 08:10:03
ka meisi beli brang redem donk,ka meisi beli brang redem donk,netral,Instagram,2026-04-19 19:53:03
"Kecewa banget, baunya aneh dan bikin kulit gatal.","kecewa banget, baunya aneh dan bikin kulit gatal.",negatif,Instagram,2026-04-12 05:08:03
Sama aq benci bgt standar cewek cantik kudu tobruttt,sama aq benci bgt standar cewek cantik kudu tobruttt,negatif,Instagram,2026-04-03 01:04:03
"Efeknya langsung kerasa di pemakaian pertama, mantap!","efeknya langsung kerasa di pemakaian pertama, mantap!",positif,TikTok,2026-03-27 06:38:03
"Gak rekomen buat yang kulitnya berminyak, malah jadi jerawatan.","gak rekomen buat yang kulitnya berminyak, malah jadi jerawatan.",negatif,TikTok,2026-03-28 07:12:03
"Kapok beli skincare ini, mending beli brand lain yang lebih jujur.","kapok beli skincare ini, mending beli brand lain yang lebih jujur.",negatif,Instagram,2026-04-11 05:58:03
"Teksturnya ringan dan gampang meresap, suka!","teksturnya ringan dan gampang meresap, suka!",positif,Instagram,2026-04-02 21:10:03
"Kecewa banget, baunya aneh dan bikin kulit gatal.","kecewa banget, baunya aneh dan bikin kulit gatal.",negatif,X (Twitter),2026-03-27 23:13:03
"Gak nyesel beli ini, harganya worth it banget sama kualitasnya.","gak nyesel beli ini, harganya worth it banget sama kualitasnya.",positif,Instagram,2026-03-22 20:40:03
"Marketingnya aja yang kenceng, kualitasnya zonk.","marketingnya aja yang kenceng, kualitasnya zonk.",negatif,TikTok,2026-04-06 21:41:03
"Jangan percaya iklan, ini cuma overclaim doang harganya mahal.","jangan percaya iklan, ini cuma overclaim doang harganya mahal.",negatif,X (Twitter),2026-04-11 13:06:03
"Alhamdulillah cocok, mukaku jadi lebih cerah sekarang.","alhamdulillah cocok, mukaku jadi lebih cerah sekarang.",positif,Instagram,2026-04-04 10:42:03
"Alhamdulillah cocok, mukaku jadi lebih cerah sekarang.","alhamdulillah cocok, mukaku jadi lebih cerah sekarang.",positif,X (Twitter),2026-04-02 19:14:03
"Suka banget sama hasilnya, beneran glowing!","suka banget sama hasilnya, beneran glowing!",positif,X (Twitter),2026-04-17 02:54:03
"Gak nyesel beli ini, harganya worth it banget sama kualitasnya.","gak nyesel beli ini, harganya worth it banget sama kualitasnya.",positif,TikTok,2026-04-17 16:45:03
Katanya mencerahkan tapi udah sebulan gak ada perubahan sama sekali.,katanya mencerahkan tapi udah sebulan gak ada perubahan sama sekali.,negatif,TikTok,2026-03-28 09:38:03
doktif best,doktif best,netral,X (Twitter),2026-04-19 10:44:03
ilang espect ku gara² kebanyakan drama,ilang espect ku gara kebanyakan drama,netral,Instagram,2026-03-22 07:55:03
"Ada duit atau gak ada duit berlebih gw ttp ga beli skincare, emg pada dasarnya ga peduli n males nerapin nya aja sih, bb cream bedak dan lipstik, dah itu doang dh cantik 😁 gw lebih mentingin menabung",ada duit atau gak ada duit berlebih gw ttp ga beli skincare emg pada dasarnya ga peduli n males nerapin nya aja sih bb cream bedak dan lipstik dah itu doang dh cantik  gw lebih mentingin menabung,netral,Instagram,2026-04-17 22:54:03
"kan sama aja, kalian sama2 jualan, ga murni edukasi. idi yang paling lucu lah disini, dibiarin aja dokter2 padda berantem di ruang publik",kan sama aja kalian sama2 jualan ga murni edukasi idi yang paling lucu lah disini dibiarin aja dokter2 padda berantem di ruang publik,positif,TikTok,2026-03-24 18:57:03
"Nyesel banget beli, katanya overclaim ya? Gak ngefek di aku.","nyesel banget beli, katanya overclaim ya? gak ngefek di aku.",negatif,TikTok,2026-03-30 18:34:03
"Teksturnya ringan dan gampang meresap, suka!","teksturnya ringan dan gampang meresap, suka!",positif,Instagram,2026-04-01 03:32:03
Overclaim parah! Cuma menang di kemasan doang.,overclaim parah! cuma menang di kemasan doang.,negatif,X (Twitter),2026-04-04 02:09:03
"Efeknya langsung kerasa di pemakaian pertama, mantap!","efeknya langsung kerasa di pemakaian pertama, mantap!",positif,TikTok,2026-03-22 01:10:03
"Kecewa banget, baunya aneh dan bikin kulit gatal.","kecewa banget, baunya aneh dan bikin kulit gatal.",negatif,Instagram,2026-04-11 05:24:03
"Barangnya cepat sampai, packing aman, produknya juara.","barangnya cepat sampai, packing aman, produknya juara.",positif,X (Twitter),2026-04-05 18:31:03
"Gak rekomen buat yang kulitnya berminyak, malah jadi jerawatan.","gak rekomen buat yang kulitnya berminyak, malah jadi jerawatan.",negatif,Instagram,2026-03-30 09:59:03
"Kapok beli skincare ini, mending beli brand lain yang lebih jujur.","kapok beli skincare ini, mending beli brand lain yang lebih jujur.",negatif,TikTok,2026-03-31 22:14:03
"Bagus banget, udah botol ketiga tetap cinta.","bagus banget, udah botol ketiga tetap cinta.",positif,Instagram,2026-04-06 07:56:03
"Coba dok animate dok 3 varian lengkap 100 k 5 prodak, kira kira hidro gak dok",coba dok animate dok 3 varian lengkap 100 k 5 prodak kira kira hidro gak dok,netral,Instagram,2026-03-21 19:53:03
3,3,netral,Instagram,2026-04-05 10:41:03
aku juga beli sabun muka acnes dan jerawat sekarang sudah agak mendingan makasih dok ,aku juga beli sabun muka acnes dan jerawat sekarang sudah agak mendingan makasih dok ,netral,Instagram,2026-04-14 08:07:03
"Bagus banget, udah botol ketiga tetap cinta.","bagus banget, udah botol ketiga tetap cinta.",positif,TikTok,2026-04-17 11:06:03
"Bagus banget, udah botol ketiga tetap cinta.","bagus banget, udah botol ketiga tetap cinta.",positif,X (Twitter),2026-03-22 09:59:03
"Kecewa banget, baunya aneh dan bikin kulit gatal.","kecewa banget, baunya aneh dan bikin kulit gatal.",negatif,Instagram,2026-03-28 21:13:03
Muka aku malah jadi breakout parah setelah pake ini.,muka aku malah jadi breakout parah setelah pake ini.,negatif,X (Twitter),2026-04-04 08:53:03
dok bahas skincare punya felicya angelista dong scarlett,dok bahas skincare punya felicya angelista dong scarlett,netral,Instagram,2026-03-29 12:46:03
Overclaim parah! Cuma menang di kemasan doang.,overclaim parah! cuma menang di kemasan doang.,negatif,X (Twitter),2026-03-23 13:01:03
"Kecewa banget, baunya aneh dan bikin kulit gatal.","kecewa banget, baunya aneh dan bikin kulit gatal.",negatif,X (Twitter),2026-03-31 23:55:03
Asli ini bagus buat yang mau mencerahkan secara perlahan tapi pasti.,asli ini bagus buat yang mau mencerahkan secara perlahan tapi pasti.,positif,TikTok,2026-04-01 00:33:03
"Harusnya Doktif di dukung oleh pemerintah untuk berantas skincare Abal""... Tapi sayang Doktif berjuang sendirian dan bhkn seolah Doktif malah dimusuhi.
Jujur dg adanya Doktif AQ JD ngerti soal skincare","harusnya doktif di dukung oleh pemerintah untuk berantas skincare abal tapi sayang doktif berjuang sendirian dan bhkn seolah doktif malah dimusuhi
jujur dg adanya doktif aq jd ngerti soal skincare",netral,X (Twitter),2026-04-09 19:40:03
"Kapok beli skincare ini, mending beli brand lain yang lebih jujur.","kapok beli skincare ini, mending beli brand lain yang lebih jujur.",negatif,Instagram,2026-04-03 23:45:03
"Gak rekomen buat yang kulitnya berminyak, malah jadi jerawatan.","gak rekomen buat yang kulitnya berminyak, malah jadi jerawatan.",negatif,X (Twitter),2026-04-06 20:31:03
"Bagus banget, udah botol ketiga tetap cinta.","bagus banget, udah botol ketiga tetap cinta.",positif,TikTok,2026-03-26 10:24:03
"Gak nyesel beli ini, harganya worth it banget sama kualitasnya.","gak nyesel beli ini, harganya worth it banget sama kualitasnya.",positif,TikTok,2026-03-26 15:27:03
ka messi lebay,ka messi lebay,netral,TikTok,2026-03-28 14:33:03
Asli ini bagus buat yang mau mencerahkan secara perlahan tapi pasti.,asli ini bagus buat yang mau mencerahkan secara perlahan tapi pasti.,positif,Instagram,2026-04-15 13:10:03
"Benerr banget, aku kalau lagi rajin makan buah dan sayur kulit langsung terasa lebih halus/lembut dan terlihat lebih cerah, bahkan jerawat/beruntusan pun hilang 

Sekarang pakai skincare itupun yg basic basic aja gak berlebihan (cuma pakai facial wash skintific niacinamide dan moisturizernya) dah bagus","benerr banget aku kalau lagi rajin makan buah dan sayur kulit langsung terasa lebih haluslembut dan terlihat lebih cerah bahkan jerawatberuntusan pun hilang 

sekarang pakai skincare itupun yg basic basic aja gak berlebihan cuma pakai facial wash skintific niacinamide dan moisturizernya dah bagus",positif,TikTok,2026-04-17 21:20:03
lucu bgt pas kak meissie bilang gaboleh,lucu bgt pas kak meissie bilang gaboleh,positif,Instagram,2026-03-31 14:06:03
"Jangan percaya iklan, ini cuma overclaim doang harganya mahal.","jangan percaya iklan, ini cuma overclaim doang harganya mahal.",negatif,TikTok,2026-04-12 14:58:03
Muka aku malah jadi breakout parah setelah pake ini.,muka aku malah jadi breakout parah setelah pake ini.,negatif,Instagram,2026-04-19 16:53:03
makasi kak mesium,makasi kak mesium,netral,TikTok,2026-04-18 05:02:03
"Alhamdulillah cocok, mukaku jadi lebih cerah sekarang.","alhamdulillah cocok, mukaku jadi lebih cerah sekarang.",positif,Instagram,2026-04-08 08:00:03
"Efeknya langsung kerasa di pemakaian pertama, mantap!","efeknya langsung kerasa di pemakaian pertama, mantap!",positif,TikTok,2026-04-02 04:02:03
itupun walaupun udah di diskon masi ttep dapet untung kaa😂. karna biaya modalnya sbnernya emng murah,itupun walaupun udah di diskon masi ttep dapet untung kaa karna biaya modalnya sbnernya emng murah,netral,TikTok,2026-04-03 19:06:03
"Efeknya langsung kerasa di pemakaian pertama, mantap!","efeknya langsung kerasa di pemakaian pertama, mantap!",positif,TikTok,2026-03-25 14:16:03
aku juga punya kok ,aku juga punya kok ,netral,X (Twitter),2026-03-23 15:32:03
Jadi skincaremu apa bang?😁,jadi skincaremu apa bang,netral,Instagram,2026-04-18 14:24:03
Bebaskan nikmir,bebaskan nikmir,netral,Instagram,2026-04-05 09:37:03
sepupu sy cuma dianjurkan pake sunscreen rutin belangnya bisa hilang klo serum bisa pake niacinamide  arbutin,sepupu sy cuma dianjurkan pake sunscreen rutin belangnya bisa hilang klo serum bisa pake niacinamide  arbutin,netral,Instagram,2026-04-04 10:23:03
"Bintang 5 pokoknya, scarlett emang gak pernah gagal.","bintang 5 pokoknya, scarlett emang gak pernah gagal.",positif,Instagram,2026-04-15 16:56:03
"Jangan percaya iklan, ini cuma overclaim doang harganya mahal.","jangan percaya iklan, ini cuma overclaim doang harganya mahal.",negatif,TikTok,2026-04-18 16:40:03
"Jangan percaya iklan, ini cuma overclaim doang harganya mahal.","jangan percaya iklan, ini cuma overclaim doang harganya mahal.",negatif,X (Twitter),2026-04-13 06:12:03
kak meusino beli barang random dunkk,kak meusino beli barang random dunkk,netral,Instagram,2026-04-12 01:52:03
"Nyesel banget beli, katanya overclaim ya? Gak ngefek di aku.","nyesel banget beli, katanya overclaim ya? gak ngefek di aku.",negatif,Instagram,2026-04-19 09:34:03
Katanya mencerahkan tapi udah sebulan gak ada perubahan sama sekali.,katanya mencerahkan tapi udah sebulan gak ada perubahan sama sekali.,negatif,X (Twitter),2026-04-05 04:09:03
"awalnya kupikir cuma diskusi biasa, tapi kok makin ke belakang malah jadi kayak review produk juga sekalian 😅",awalnya kupikir cuma diskusi biasa tapi kok makin ke belakang malah jadi kayak review produk juga sekalian ,netral,Instagram,2026-03-22 12:47:03
"Bagus banget, udah botol ketiga tetap cinta.","bagus banget, udah botol ketiga tetap cinta.",positif,TikTok,2026-04-18 07:41:03
"Produknya bikin kulit panas, gak cocok sama sekali.","produknya bikin kulit panas, gak cocok sama sekali.",negatif,TikTok,2026-03-25 14:51:03
kak sapa dong,kak sapa dong,netral,Instagram,2026-03-30 05:00:03
Dok Skincare azloe,dok skincare azloe,netral,TikTok,2026-04-02 04:54:03
"Gak nyesel beli ini, harganya worth it banget sama kualitasnya.","gak nyesel beli ini, harganya worth it banget sama kualitasnya.",positif,TikTok,2026-03-26 05:46:03
Muka aku malah jadi breakout parah setelah pake ini.,muka aku malah jadi breakout parah setelah pake ini.,negatif,TikTok,2026-04-05 07:15:03
Katanya mencerahkan tapi udah sebulan gak ada perubahan sama sekali.,katanya mencerahkan tapi udah sebulan gak ada perubahan sama sekali.,negatif,TikTok,2026-03-21 11:47:03
"ku cuma pake  sabun muka sun blok, malam pake masker alami dari buah sayur, madu, telur,, rajin gym sama makan makanan fresh food, sayur buah ikan, telur, gak suka daging ayam maupun sapi",ku cuma pake  sabun muka sun blok malam pake masker alami dari buah sayur madu telur rajin gym sama makan makanan fresh food sayur buah ikan telur gak suka daging ayam maupun sapi,netral,Instagram,2026-03-22 17:08:03
"Kecewa banget, baunya aneh dan bikin kulit gatal.","kecewa banget, baunya aneh dan bikin kulit gatal.",negatif,X (Twitter),2026-03-22 19:50:03
"Produknya bikin kulit panas, gak cocok sama sekali.","produknya bikin kulit panas, gak cocok sama sekali.",negatif,Instagram,2026-04-08 14:01:03
 wahyunic6s orgil, wahyunic6s orgil,netral,X (Twitter),2026-03-22 05:17:03
"Marketingnya aja yang kenceng, kualitasnya zonk.","marketingnya aja yang kenceng, kualitasnya zonk.",negatif,Instagram,2026-03-20 18:54:03
lucu pas kak messi  bilang gak bo ah,lucu pas kak messi  bilang gak bo ah,positif,TikTok,2026-03-28 20:21:03
"Suka banget sama hasilnya, beneran glowing!","suka banget sama hasilnya, beneran glowing!",positif,X (Twitter),2026-04-03 14:22:03
"Teksturnya ringan dan gampang meresap, suka!","teksturnya ringan dan gampang meresap, suka!",positif,Instagram,2026-03-24 15:26:03
"Teksturnya ringan dan gampang meresap, suka!","teksturnya ringan dan gampang meresap, suka!",positif,Instagram,2026-04-13 06:18:03
"Nyesel banget beli, katanya overclaim ya? Gak ngefek di aku.","nyesel banget beli, katanya overclaim ya? gak ngefek di aku.",negatif,TikTok,2026-04-10 03:50:03
"Gw sih skincare an Krn liat dunia makin lama makin rusak, brasa ga sih kena radikal bebas dmn2 kimia, global warming (makin brasa panas sun ☀️ )dan polusi yg ga ngotak (ngirup udara pagi bukan embun yg kehirup tapi Asep cuk!). 

Tp bkn asal Milih skincare nya jg yak.. yah yg udh terpercaya dah gausa pusing skin tone lah putih kuning item yg penting tuh mukalu bersih cukup mulus (sdikit PIH bodo amat) dan pastinya bebas jerawat yg meradang (KLO jerawat 1 2 yaudahlah ya) 
Penampilan skrg tu ckup penting, tp bkn brarti skill ga penting.

Yg udh skincare an tiap hr aja masih sulit apalagi elu yg kagak pake apa2. Wkwk ya gitu2 tandanya elu ngrawat dan peduli sm diri sndiri KLO bkn kita yang nyuci tu muka siapa lagi😂","gw sih skincare an krn liat dunia makin lama makin rusak brasa ga sih kena radikal bebas dmn2 kimia global warming makin brasa panas sun  dan polusi yg ga ngotak ngirup udara pagi bukan embun yg kehirup tapi asep cuk 

tp bkn asal milih skincare nya jg yak yah yg udh terpercaya dah gausa pusing skin tone lah putih kuning item yg penting tuh mukalu bersih cukup mulus sdikit pih bodo amat dan pastinya bebas jerawat yg meradang klo jerawat 1 2 yaudahlah ya 
penampilan skrg tu ckup penting tp bkn brarti skill ga penting

yg udh skincare an tiap hr aja masih sulit apalagi elu yg kagak pake apa2 wkwk ya gitu2 tandanya elu ngrawat dan peduli sm diri sndiri klo bkn kita yang nyuci tu muka siapa lagi",netral,TikTok,2026-04-02 20:56:03
"Kebanyakan bahan kimia yg kita pake juga kan ga bagus kak buat kulit, aku jg pengalaman begitu. Make skincare sana sini kulit bukannya makin bagus malah makin ga nyaman",kebanyakan bahan kimia yg kita pake juga kan ga bagus kak buat kulit aku jg pengalaman begitu make skincare sana sini kulit bukannya makin bagus malah makin ga nyaman,positif,X (Twitter),2026-04-05 07:53:03
"Teksturnya ringan dan gampang meresap, suka!","teksturnya ringan dan gampang meresap, suka!",positif,Instagram,2026-03-25 16:05:03
"Nyesel banget beli, katanya overclaim ya? Gak ngefek di aku.","nyesel banget beli, katanya overclaim ya? gak ngefek di aku.",negatif,TikTok,2026-04-02 07:35:03
"Gak nyesel beli ini, harganya worth it banget sama kualitasnya.","gak nyesel beli ini, harganya worth it banget sama kualitasnya.",positif,X (Twitter),2026-04-03 04:32:03
"Efeknya langsung kerasa di pemakaian pertama, mantap!","efeknya langsung kerasa di pemakaian pertama, mantap!",positif,X (Twitter),2026-04-05 12:00:03
JAHAT BANGAT YAAH BISNIS SKINCARE SEKARANG😢,jahat bangat yaah bisnis skincare sekarang,netral,Instagram,2026-03-26 20:45:03
"Bagus banget, udah botol ketiga tetap cinta.","bagus banget, udah botol ketiga tetap cinta.",positif,X (Twitter),2026-04-10 14:10:03
"Suka banget sama hasilnya, beneran glowing!","suka banget sama hasilnya, beneran glowing!",positif,X (Twitter),2026-03-27 18:10:03
"mungkin byk acnefighter yg bakal relate, udh make ini itu biar sembuh tapi ga ada hasil. padahal yg kita mau itu kulitnya kembali normal :penguin-blue-waving-tear:",mungkin byk acnefighter yg bakal relate udh make ini itu biar sembuh tapi ga ada hasil padahal yg kita mau itu kulitnya kembali normal penguinbluewavingtear,netral,X (Twitter),2026-03-20 19:10:03
"Produknya bikin kulit panas, gak cocok sama sekali.","produknya bikin kulit panas, gak cocok sama sekali.",negatif,Instagram,2026-03-22 07:16:03
mending di pakek gak siii kak meissie dripd bikn slime,mending di pakek gak siii kak meissie dripd bikn slime,netral,TikTok,2026-04-09 06:04:03
Kenapa gue nonton iklan🙃,kenapa gue nonton iklan,netral,Instagram,2026-04-08 14:00:03
"Teksturnya ringan dan gampang meresap, suka!","teksturnya ringan dan gampang meresap, suka!",positif,TikTok,2026-03-29 18:19:03
"Nyesel banget beli, katanya overclaim ya? Gak ngefek di aku.","nyesel banget beli, katanya overclaim ya? gak ngefek di aku.",negatif,Instagram,2026-04-08 05:38:03
Produknya original dan cocok di kulit aku yang sensitif.,produknya original dan cocok di kulit aku yang sensitif.,positif,X (Twitter),2026-04-11 12:02:03
"Marketingnya aja yang kenceng, kualitasnya zonk.","marketingnya aja yang kenceng, kualitasnya zonk.",negatif,X (Twitter),2026-03-26 21:25:03
mf dok aq kaget sambil ketawa ,mf dok aq kaget sambil ketawa ,netral,X (Twitter),2026-04-06 10:04:03
"Teksturnya ringan dan gampang meresap, suka!","teksturnya ringan dan gampang meresap, suka!",positif,TikTok,2026-03-24 03:20:03
"Marketingnya aja yang kenceng, kualitasnya zonk.","marketingnya aja yang kenceng, kualitasnya zonk.",negatif,X (Twitter),2026-03-22 09:40:03
Overclaim parah! Cuma menang di kemasan doang.,overclaim parah! cuma menang di kemasan doang.,negatif,Instagram,2026-04-12 16:26:03
hana,hana,netral,X (Twitter),2026-03-28 08:59:03
"Kecewa banget, baunya aneh dan bikin kulit gatal.","kecewa banget, baunya aneh dan bikin kulit gatal.",negatif,TikTok,2026-04-07 14:43:03
Muka aku malah jadi breakout parah setelah pake ini.,muka aku malah jadi breakout parah setelah pake ini.,negatif,TikTok,2026-04-06 15:52:03
Iyaa animateee gimanaaa aman gak yaa,iyaa animateee gimanaaa aman gak yaa,netral,Instagram,2026-04-17 17:14:03
"Gak nyesel beli ini, harganya worth it banget sama kualitasnya.","gak nyesel beli ini, harganya worth it banget sama kualitasnya.",positif,X (Twitter),2026-04-08 19:31:03
"Teksturnya ringan dan gampang meresap, suka!","teksturnya ringan dan gampang meresap, suka!",positif,X (Twitter),2026-03-23 20:34:03
"Gak nyesel beli ini, harganya worth it banget sama kualitasnya.","gak nyesel beli ini, harganya worth it banget sama kualitasnya.",positif,Instagram,2026-03-22 07:55:03
"Kecewa banget, baunya aneh dan bikin kulit gatal.","kecewa banget, baunya aneh dan bikin kulit gatal.",negatif,TikTok,2026-04-17 10:30:03
"Teksturnya ringan dan gampang meresap, suka!","teksturnya ringan dan gampang meresap, suka!",positif,Instagram,2026-04-11 07:14:03
Padahal menurut ku mayoritas orang² korea cewek-cowoknya nggak cakep. Paling cuma 1 atau 2 banding 1000 aja kalau ada yg cakep,padahal menurut ku mayoritas orang korea cewekcowoknya nggak cakep paling cuma 1 atau 2 banding 1000 aja kalau ada yg cakep,netral,Instagram,2026-03-24 08:46:03
"Gak nyesel beli ini, harganya worth it banget sama kualitasnya.","gak nyesel beli ini, harganya worth it banget sama kualitasnya.",positif,X (Twitter),2026-04-13 08:52:03
"""thanks bang, tiba tiba serasa dapat hidayah aku..
('intinya belajar lebih menghargai diri sendiri kan yaa, belajar lebih bersyukur sama apa yang ada, gak banyak membandingkan diri dengan hal hal yg gak harusnya di paksakan...
Hal mudah yg sangat sering orang lupa, 3 poin itu kan yaa..
Padahal andai memenuhi syarat 3 poin tadi, kita bisa lebih bahagia dengan cara yang sederhana dan lebih sehat kan yaa..
,sehat sehat lah ya untuk kita semua, semoga semakin hari kita semakin bisa lebih sadar, kalau tuhan ciptain kita udah didalam bentuk yg paling baik dan luar biasa..😊✨","thanks bang tiba tiba serasa dapat hidayah aku
intinya belajar lebih menghargai diri sendiri kan yaa belajar lebih bersyukur sama apa yang ada gak banyak membandingkan diri dengan hal hal yg gak harusnya di paksakan
hal mudah yg sangat sering orang lupa 3 poin itu kan yaa
padahal andai memenuhi syarat 3 poin tadi kita bisa lebih bahagia dengan cara yang sederhana dan lebih sehat kan yaa
sehat sehat lah ya untuk kita semua semoga semakin hari kita semakin bisa lebih sadar kalau tuhan ciptain kita udah didalam bentuk yg paling baik dan luar biasa",netral,TikTok,2026-04-11 07:56:03
"Bagus banget, udah botol ketiga tetap cinta.","bagus banget, udah botol ketiga tetap cinta.",positif,X (Twitter),2026-04-02 08:20:03
"Marketingnya aja yang kenceng, kualitasnya zonk.","marketingnya aja yang kenceng, kualitasnya zonk.",negatif,X (Twitter),2026-03-25 00:52:03
"Skincare tidak bisa bikin glowing tapi hnya untuk merawat kulit 

Itupun skincare yg cocok dengan jenis  muka nya 

Kalau mukanya jerawatan parah ,pakai skincare yg brightening  ya slh kaprah 

Malah tidk ada efek dan malah memperparah jerawat  

Yg bisa bikin glowing  itu pola hidup sehat ,makan makanan yg bergizi dan kurangi asupan gula serta tidur yg cukup 

Ko pakai skincare harga milyaran  tapi pola hidup  nya amburadul ,konsumsi  makanan manis berlebihan, minum boba setiap hari ,makan junkfood setiap hari ,begadang tiap malam,serta jrg minum air putih ,sekali nya minum minuman  teh pucuk dll 

Jgnkan bikin kulit glowing  yg ada double kill iya 

Yg bisa bikin glowing  itu perawatan yg diklinik itu baru bener 

Pakaj skincare tp glowing  parah atau putih kek sapi ni perlu dicek kandungan  nya pasti MERCURI GW JAmin Pasti 😂😂😂😂","skincare tidak bisa bikin glowing tapi hnya untuk merawat kulit 

itupun skincare yg cocok dengan jenis  muka nya 

kalau mukanya jerawatan parah pakai skincare yg brightening  ya slh kaprah 

malah tidk ada efek dan malah memperparah jerawat  

yg bisa bikin glowing  itu pola hidup sehat makan makanan yg bergizi dan kurangi asupan gula serta tidur yg cukup 

ko pakai skincare harga milyaran  tapi pola hidup  nya amburadul konsumsi  makanan manis berlebihan minum boba setiap hari makan junkfood setiap hari begadang tiap malamserta jrg minum air putih sekali nya minum minuman  teh pucuk dll 

jgnkan bikin kulit glowing  yg ada double kill iya 

yg bisa bikin glowing  itu perawatan yg diklinik itu baru bener 

pakaj skincare tp glowing  parah atau putih kek sapi ni perlu dicek kandungan  nya pasti mercuri gw jamin pasti ",netral,TikTok,2026-03-21 18:55:03
"Produknya bikin kulit panas, gak cocok sama sekali.","produknya bikin kulit panas, gak cocok sama sekali.",negatif,Instagram,2026-04-04 05:19:03
rekom sunscreen yang bagus dong dok,rekom sunscreen yang bagus dong dok,positif,TikTok,2026-04-07 21:41:03
" @penguingoo  waduh maaf banget, tapi itu udah lama banget, kalo ga salah antara tahun 2008-2009, dalam bahasa jepang.", penguingoo  waduh maaf banget tapi itu udah lama banget kalo ga salah antara tahun 20082009 dalam bahasa jepang,netral,TikTok,2026-04-19 11:29:03
"Suka banget sama hasilnya, beneran glowing!","suka banget sama hasilnya, beneran glowing!",positif,X (Twitter),2026-04-07 21:11:03
"Dok ijin tanya, saya beberapa wakt lalu pesan krim dr richard di official store di shopee, tp tiba2 ada 1 milia muncul dibawah kelopak mata, padahal sebelumnya gak ada. Itu saya yg tidak cocok atau saya salah penggunaan y? Jdnya saya lngsung hentikan pemakaian😔",dok ijin tanya saya beberapa wakt lalu pesan krim dr richard di official store di shopee tp tiba2 ada 1 milia muncul dibawah kelopak mata padahal sebelumnya gak ada itu saya yg tidak cocok atau saya salah penggunaan y jdnya saya lngsung hentikan pemakaian,netral,Instagram,2026-04-20 05:43:03
Katanya mencerahkan tapi udah sebulan gak ada perubahan sama sekali.,katanya mencerahkan tapi udah sebulan gak ada perubahan sama sekali.,negatif,Instagram,2026-04-16 16:30:03
"Produknya bikin kulit panas, gak cocok sama sekali.","produknya bikin kulit panas, gak cocok sama sekali.",negatif,Instagram,2026-04-19 04:00:03
kak g2g wrna pink itu harus pake malam apa pagi apa siang,kak g2g wrna pink itu harus pake malam apa pagi apa siang,netral,X (Twitter),2026-03-21 10:07:03
"Alhamdulillah cocok, mukaku jadi lebih cerah sekarang.","alhamdulillah cocok, mukaku jadi lebih cerah sekarang.",positif,X (Twitter),2026-04-08 06:45:03
"pas kak messi bilang  tut tut tut lucu banget 
","pas kak messi bilang  tut tut tut lucu banget 
",positif,TikTok,2026-04-02 09:24:03
"Jangan percaya iklan, ini cuma overclaim doang harganya mahal.","jangan percaya iklan, ini cuma overclaim doang harganya mahal.",negatif,TikTok,2026-04-10 20:42:03
